תה'-12-6: משד עניים מאנקת אביונים *עתה אקום יאמר ה'* אשית בישע יפיח לו.	יש'-33-10: *עתה אקום יאמר ה'* עתה ארומם עתה אנשא.
תה'-18-51: מגדל *ישועות מלכו ועשה חסד למשיחו לדוד ולזרעו עד עולם*.	שמואל ב-22-51: מגדול *ישועות מלכו ועשה חסד למשיחו לדוד ולזרעו עד עולם*. 
תה'-29-1: מזמור לדוד הבו לה' בני אלים *הבו לה' כבוד ועז*.	דה"י א-16-28: הבו לה' משפחות עמים *הבו לה' כבוד ועז*. 
תה'-29-2: *הבו לה' כבוד שמו* השתחוו לה' בהדרת קדש.	דה"י א-16-29: *הבו לה' כבוד שמו* שאו מנחה ובאו לפניו השתחוו לה' בהדרת קדש. 
תה'-31-14: *כי שמעתי דבת רבים מגור מסביב* בהוסדם יחד עלי לקחת נפשי זממו.	יר'-20-10: *כי שמעתי דבת רבים מגור מסביב* הגידו ונגידנו כל אנוש שלמי שמרי צלעי אולי יפתה ונוכלה לו ונקחה נקמתנו ממנו.
תה'-37-1: לדוד *אל תתחר במרעים אל תקנא* בעשי עולה.	מש'-24-19: *אל תתחר במרעים אל תקנא* ברשעים.
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	שמואל א-25-32: ויאמר דוד לאביגל *ברוך ה' אלהי ישראל* אשר שלחך היום הזה לקראתי.
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	מלכים א-1-48: וגם ככה אמר המלך *ברוך ה' אלהי ישראל* אשר נתן היום ישב על כסאי ועיני ראות.
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	מלכים א-8-15: ויאמר *ברוך ה' אלהי ישראל* אשר דבר בפיו את דוד אבי ובידו מלא לאמר.
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	דה"י א-16-36: *ברוך ה' אלהי ישראל* מן העולם ועד העלם ויאמרו כל העם אמן והלל לה'. 
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	דה"י ב-2-11: ויאמר חורם *ברוך ה' אלהי ישראל* אשר עשה את השמים ואת הארץ אשר נתן לדויד המלך בן חכם יודע שכל ובינה אשר יבנה בית לה' ובית למלכותו.
תה'-41-14: *ברוך ה' אלהי ישראל* מהעולם ועד העולם אמן ואמן.	דה"י ב-6-4: ויאמר *ברוך ה' אלהי ישראל* אשר דבר בפיו את דויד אבי ובידיו מלא לאמר.
תה'-42-8: תהום אל תהום קורא לקול צנוריך *כל משבריך וגליך עלי עברו*.	יונה-2-4: ותשליכני מצולה בלבב ימים ונהר יסבבני *כל משבריך וגליך עלי עברו*.
תה'-48-2: *גדול ה' ומהלל מאד* בעיר אלהינו הר קדשו.	דה"י א-16-25: כי *גדול ה' ומהלל מאד* ונורא הוא על כל אלהים. 
תה'-69-7: אל יבשו בי קויך *אדני ה' צבאות אל* יכלמו בי מבקשיך אלהי ישראל.	יש'-10-24: לכן כה אמר *אדני ה' צבאות אל* תירא עמי ישב ציון מאשור בשבט יככה ומטהו ישא עליך בדרך מצרים.
תה'-72-8: וירד *מים עד ים ומנהר עד אפסי ארץ*.	זכריה-9-10: והכרתי רכב מאפרים וסוס מירושלם ונכרתה קשת מלחמה ודבר שלום לגוים ומשלו *מים עד ים ומנהר עד אפסי ארץ*.
תה'-79-6: שפך חמתך אל *הגוים אשר לא ידעוך ועל* ממלכות אשר בשמך לא קראו.	יר'-10-25: שפך חמתך על *הגוים אשר לא ידעוך ועל* משפחות אשר בשמך לא קראו כי אכלו את יעקב ואכלהו ויכלהו ואת נוהו השמו. 
תה'-82-5: *לא ידעו ולא יבינו* בחשכה יתהלכו ימוטו כל מוסדי ארץ.	יש'-44-18: *לא ידעו ולא יבינו* כי טח מראות עיניהם מהשכיל לבתם.
תה'-86-15: ואתה אדני *אל רחום וחנון ארך אפים ורב חסד ואמת*.	שמ'-34-6: ויעבר ה' על פניו ויקרא ה' ה' *אל רחום וחנון ארך אפים ורב חסד ואמת*.
תה'-86-15: ואתה אדני אל רחום וחנון *ארך אפים ורב חסד* ואמת.	במ'-14-18: ה' *ארך אפים ורב חסד* נשא עון ופשע ונקה לא ינקה פקד עון אבות על בנים על שלשים ועל רבעים.
תה'-86-15: ואתה אדני אל רחום וחנון *ארך אפים ורב חסד* ואמת.	יואל-2-13: וקרעו לבבכם ואל בגדיכם ושובו אל ה' אלהיכם כי חנון ורחום הוא *ארך אפים ורב חסד* ונחם על הרעה.
תה'-86-15: ואתה אדני אל רחום וחנון *ארך אפים ורב חסד* ואמת.	יונה-4-2: ויתפלל אל ה' ויאמר אנה ה' הלוא זה דברי עד היותי על אדמתי על כן קדמתי לברח תרשישה כי ידעתי כי אתה אל חנון ורחום *ארך אפים ורב חסד* ונחם על הרעה.
תה'-86-15: ואתה אדני אל רחום וחנון *ארך אפים ורב חסד* ואמת.	נחמיה-9-17: וימאנו לשמע ולא זכרו נפלאתיך אשר עשית עמהם ויקשו את ערפם ויתנו ראש לשוב לעבדתם במרים ואתה אלוה סליחות חנון ורחום *ארך אפים ורב חסד* ולא עזבתם.
תה'-93-1: ה' מלך גאות לבש לבש ה' עז התאזר *אף תכון תבל בל תמוט*.	דה"י א-16-30: חילו מלפניו כל הארץ *אף תכון תבל בל תמוט*. 
תה'-96-1: *שירו לה' שיר חדש* שירו לה' כל הארץ.	יש'-42-10: *שירו לה' שיר חדש* תהלתו מקצה הארץ יורדי הים ומלאו איים וישביהם.
תה'-96-4: *כי גדול ה' ומהלל מאד* נורא הוא על כל אלהים.	דה"י א-16-25: *כי גדול ה' ומהלל מאד* ונורא הוא על כל אלהים. 
תה'-96-5: *כי כל אלהי העמים אלילים וה' שמים עשה*.	דה"י א-16-26: *כי כל אלהי העמים אלילים וה' שמים עשה*. 
תה'-96-6: *הוד והדר לפניו עז* ותפארת במקדשו.	דה"י א-16-27: *הוד והדר לפניו עז* וחדוה במקמו. 
תה'-96-7: *הבו לה' משפחות עמים הבו לה' כבוד ועז*.	דה"י א-16-28: *הבו לה' משפחות עמים הבו לה' כבוד ועז*. 
תה'-96-8: *הבו לה' כבוד שמו שאו מנחה ובאו* לחצרותיו.	דה"י א-16-29: *הבו לה' כבוד שמו שאו מנחה ובאו* לפניו השתחוו לה' בהדרת קדש. 
תה'-96-9: *השתחוו לה' בהדרת קדש* חילו מפניו כל הארץ.	דה"י א-16-29: הבו לה' כבוד שמו שאו מנחה ובאו לפניו *השתחוו לה' בהדרת קדש*. 
תה'-96-10: אמרו בגוים ה' מלך *אף תכון תבל בל תמוט* ידין עמים במישרים.	דה"י א-16-30: חילו מלפניו כל הארץ *אף תכון תבל בל תמוט*. 
תה'-96-11: *ישמחו השמים ותגל הארץ* ירעם הים ומלאו.	דה"י א-16-31: *ישמחו השמים ותגל הארץ* ויאמרו בגוים ה' מלך. 
תה'-98-1: מזמור *שירו לה' שיר חדש* כי נפלאות עשה הושיעה לו ימינו וזרוע קדשו.	יש'-42-10: *שירו לה' שיר חדש* תהלתו מקצה הארץ יורדי הים ומלאו איים וישביהם.
תה'-98-3: זכר חסדו ואמונתו לבית ישראל ראו *כל אפסי ארץ את ישועת אלהינו*.	יש'-52-10: חשף ה' את זרוע קדשו לעיני כל הגוים וראו *כל אפסי ארץ את ישועת אלהינו*. 
תה'-103-8: רחום וחנון ה' *ארך אפים ורב חסד*.	שמ'-34-6: ויעבר ה' על פניו ויקרא ה' ה' אל רחום וחנון *ארך אפים ורב חסד* ואמת.
תה'-103-8: רחום וחנון *ה' ארך אפים ורב חסד*.	במ'-14-18: *ה' ארך אפים ורב חסד* נשא עון ופשע ונקה לא ינקה פקד עון אבות על בנים על שלשים ועל רבעים.
תה'-103-8: רחום וחנון ה' *ארך אפים ורב חסד*.	יואל-2-13: וקרעו לבבכם ואל בגדיכם ושובו אל ה' אלהיכם כי חנון ורחום הוא *ארך אפים ורב חסד* ונחם על הרעה.
תה'-103-8: רחום וחנון ה' *ארך אפים ורב חסד*.	יונה-4-2: ויתפלל אל ה' ויאמר אנה ה' הלוא זה דברי עד היותי על אדמתי על כן קדמתי לברח תרשישה כי ידעתי כי אתה אל חנון ורחום *ארך אפים ורב חסד* ונחם על הרעה.
תה'-103-8: רחום וחנון ה' *ארך אפים ורב חסד*.	נחמיה-9-17: וימאנו לשמע ולא זכרו נפלאתיך אשר עשית עמהם ויקשו את ערפם ויתנו ראש לשוב לעבדתם במרים ואתה אלוה סליחות חנון ורחום *ארך אפים ורב חסד* ולא עזבתם.
תה'-105-1: *הודו לה' קראו בשמו הודיעו בעמים* עלילותיו.	יש'-12-4: ואמרתם ביום ההוא *הודו לה' קראו בשמו הודיעו בעמים* עלילתיו הזכירו כי נשגב שמו.
תה'-105-1: *הודו לה' קראו בשמו הודיעו בעמים* עלילותיו.	דה"י א-16-8: *הודו לה' קראו בשמו הודיעו בעמים* עלילתיו. 
תה'-105-2: *שירו לו זמרו לו שיחו בכל* נפלאותיו.	דה"י א-16-9: *שירו לו זמרו לו שיחו בכל* נפלאתיו. 
תה'-105-3: *התהללו בשם קדשו ישמח לב מבקשי ה'*.	דה"י א-16-10: *התהללו בשם קדשו ישמח לב מבקשי ה'*. 
תה'-105-4: *דרשו ה' ועזו בקשו פניו תמיד*.	דה"י א-16-11: *דרשו ה' ועזו בקשו פניו תמיד*. 
תה'-105-5: זכרו נפלאותיו *אשר עשה מפתיו ומשפטי* פיו.	דה"י א-16-12: זכרו נפלאתיו *אשר עשה מפתיו ומשפטי* פיהו. 
תה'-105-6: זרע אברהם *עבדו בני יעקב בחיריו*.	דה"י א-16-13: זרע ישראל *עבדו בני יעקב בחיריו*. 
תה'-105-7: *הוא ה' אלהינו בכל הארץ משפטיו*.	דה"י א-16-14: *הוא ה' אלהינו בכל הארץ משפטיו*. 
תה'-105-8: זכר *לעולם בריתו דבר צוה לאלף דור*.	דה"י א-16-15: זכרו *לעולם בריתו דבר צוה לאלף דור*. 
תה'-105-9: *אשר כרת את אברהם ושבועתו* לישחק.	דה"י א-16-16: *אשר כרת את אברהם ושבועתו* ליצחק. 
תה'-105-10: *ויעמידה ליעקב לחק לישראל ברית עולם*.	דה"י א-16-17: *ויעמידה ליעקב לחק לישראל ברית עולם*. 
תה'-105-11: לאמר לך אתן את *ארץ כנען חבל נחלתכם*.	דה"י א-16-18: לאמר לך אתן *ארץ כנען חבל נחלתכם*. 
תה'-105-12: בהיותם *מתי מספר כמעט וגרים בה*.	דה"י א-16-19: בהיותכם *מתי מספר כמעט וגרים בה*. 
תה'-105-13: *ויתהלכו מגוי אל גוי* מממלכה אל עם אחר.	דה"י א-16-20: *ויתהלכו מגוי אל גוי* ומממלכה אל עם אחר. 
תה'-105-14: לא הניח אדם *לעשקם ויוכח עליהם מלכים*.	דה"י א-16-21: לא הניח לאיש *לעשקם ויוכח עליהם מלכים*. 
תה'-106-1: הללו יה הודו *לה' כי טוב כי לעולם חסדו*.	עזרא-3-11: ויענו בהלל ובהודת *לה' כי טוב כי לעולם חסדו* על ישראל וכל העם הריעו תרועה גדולה בהלל לה' על הוסד בית ה'. 
תה'-106-1: הללו יה *הודו לה' כי טוב כי לעולם חסדו*.	דה"י א-16-34: *הודו לה' כי טוב כי לעולם חסדו*. 
תה'-106-1: הללו יה הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-5-13: ויהי כאחד למחצרים ולמשררים להשמיע קול אחד להלל ולהדות לה' וכהרים קול בחצצרות ובמצלתים ובכלי השיר ובהלל *לה' כי טוב כי לעולם חסדו* והבית מלא ענן בית ה'.
תה'-106-1: הללו יה הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-7-3: וכל בני ישראל ראים ברדת האש וכבוד ה' על הבית ויכרעו אפים ארצה על הרצפה וישתחוו והדות *לה' כי טוב כי לעולם חסדו*.
תה'-106-25: וירגנו באהליהם *לא שמעו בקול ה'*.	יהושע-5-6: כי ארבעים שנה הלכו בני ישראל במדבר עד תם כל הגוי אנשי המלחמה היצאים ממצרים אשר *לא שמעו בקול ה'* אשר נשבע ה' להם לבלתי הראותם את הארץ אשר נשבע ה' לאבותם לתת לנו ארץ זבת חלב ודבש.
תה'-106-25: וירגנו באהליהם *לא שמעו בקול ה'*.	מלכים ב-18-12: על אשר *לא שמעו בקול ה'* אלהיהם ויעברו את בריתו את כל אשר צוה משה עבד ה' ולא שמעו ולא עשו. 
תה'-106-25: וירגנו באהליהם *לא שמעו בקול ה'*.	יר'-43-7: ויבאו ארץ מצרים כי *לא שמעו בקול ה'* ויבאו עד תחפנחס. 
תה'-106-34: לא השמידו את העמים *אשר אמר ה' להם*.	שמ'-6-26: הוא אהרן ומשה *אשר אמר ה' להם* הוציאו את בני ישראל מארץ מצרים על צבאתם.
תה'-106-34: לא השמידו את העמים *אשר אמר ה' להם*.	מלכים ב-17-12: ויעבדו הגללים *אשר אמר ה' להם* לא תעשו את הדבר הזה.
תה'-106-47: הושיענו ה' אלהינו וקבצנו *מן הגוים להדות לשם קדשך להשתבח בתהלתך*.	דה"י א-16-35: ואמרו הושיענו אלהי ישענו וקבצנו והצילנו *מן הגוים להדות לשם קדשך להשתבח בתהלתך*. 
תה'-106-48: *ברוך ה' אלהי ישראל* מן העולם ועד העולם ואמר כל העם אמן הללו יה.	שמואל א-25-32: ויאמר דוד לאביגל *ברוך ה' אלהי ישראל* אשר שלחך היום הזה לקראתי.
תה'-106-48: *ברוך ה' אלהי ישראל* מן העולם ועד העולם ואמר כל העם אמן הללו יה.	מלכים א-1-48: וגם ככה אמר המלך *ברוך ה' אלהי ישראל* אשר נתן היום ישב על כסאי ועיני ראות.
תה'-106-48: *ברוך ה' אלהי ישראל* מן העולם ועד העולם ואמר כל העם אמן הללו יה.	מלכים א-8-15: ויאמר *ברוך ה' אלהי ישראל* אשר דבר בפיו את דוד אבי ובידו מלא לאמר.
תה'-106-48: *ברוך ה' אלהי ישראל מן העולם ועד* העולם ואמר כל העם אמן הללו יה.	דה"י א-16-36: *ברוך ה' אלהי ישראל מן העולם ועד* העלם ויאמרו כל העם אמן והלל לה'. 
תה'-106-48: *ברוך ה' אלהי ישראל* מן העולם ועד העולם ואמר כל העם אמן הללו יה.	דה"י ב-2-11: ויאמר חורם *ברוך ה' אלהי ישראל* אשר עשה את השמים ואת הארץ אשר נתן לדויד המלך בן חכם יודע שכל ובינה אשר יבנה בית לה' ובית למלכותו.
תה'-106-48: *ברוך ה' אלהי ישראל* מן העולם ועד העולם ואמר כל העם אמן הללו יה.	דה"י ב-6-4: ויאמר *ברוך ה' אלהי ישראל* אשר דבר בפיו את דויד אבי ובידיו מלא לאמר.
תה'-107-1: הדו *לה' כי טוב כי לעולם חסדו*.	עזרא-3-11: ויענו בהלל ובהודת *לה' כי טוב כי לעולם חסדו* על ישראל וכל העם הריעו תרועה גדולה בהלל לה' על הוסד בית ה'. 
תה'-107-1: הדו *לה' כי טוב כי לעולם חסדו*.	דה"י א-16-34: הודו *לה' כי טוב כי לעולם חסדו*. 
תה'-107-1: הדו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-5-13: ויהי כאחד למחצרים ולמשררים להשמיע קול אחד להלל ולהדות לה' וכהרים קול בחצצרות ובמצלתים ובכלי השיר ובהלל *לה' כי טוב כי לעולם חסדו* והבית מלא ענן בית ה'.
תה'-107-1: הדו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-7-3: וכל בני ישראל ראים ברדת האש וכבוד ה' על הבית ויכרעו אפים ארצה על הרצפה וישתחוו והדות *לה' כי טוב כי לעולם חסדו*.
תה'-107-35: ישם *מדבר לאגם מים וארץ ציה* למצאי מים.	יש'-41-18: אפתח על שפיים נהרות ובתוך בקעות מעינות אשים *מדבר לאגם מים וארץ ציה* למוצאי מים.
תה'-107-40: שפך בוז על נדיבים *ויתעם בתהו לא דרך*.	איוב-12-24: מסיר לב ראשי עם הארץ *ויתעם בתהו לא דרך*.
תה'-113-2: *יהי שם ה' מברך* מעתה ועד עולם.	איוב-1-21: ויאמר ערם יצתי מבטן אמי וערם אשוב שמה ה' נתן וה' לקח *יהי שם ה' מברך*.
תה'-113-7: מקימי *מעפר דל מאשפת ירים אביון*.	שמואל א-2-8: מקים *מעפר דל מאשפת ירים אביון* להושיב עם נדיבים וכסא כבוד ינחלם כי לה' מצקי ארץ וישת עליהם תבל.
תה'-115-5: פה להם ולא ידברו *עינים להם ולא יראו*.	יר'-5-21: שמעו נא זאת עם סכל ואין לב *עינים להם ולא יראו* אזנים להם ולא ישמעו.
תה'-115-6: *אזנים להם ולא ישמעו* אף להם ולא יריחון.	יר'-5-21: שמעו נא זאת עם סכל ואין לב עינים להם ולא יראו *אזנים להם ולא ישמעו*.
תה'-118-1: הודו *לה' כי טוב כי לעולם חסדו*.	עזרא-3-11: ויענו בהלל ובהודת *לה' כי טוב כי לעולם חסדו* על ישראל וכל העם הריעו תרועה גדולה בהלל לה' על הוסד בית ה'. 
תה'-118-1: *הודו לה' כי טוב כי לעולם חסדו*.	דה"י א-16-34: *הודו לה' כי טוב כי לעולם חסדו*. 
תה'-118-1: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-5-13: ויהי כאחד למחצרים ולמשררים להשמיע קול אחד להלל ולהדות לה' וכהרים קול בחצצרות ובמצלתים ובכלי השיר ובהלל *לה' כי טוב כי לעולם חסדו* והבית מלא ענן בית ה'.
תה'-118-1: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-7-3: וכל בני ישראל ראים ברדת האש וכבוד ה' על הבית ויכרעו אפים ארצה על הרצפה וישתחוו והדות *לה' כי טוב כי לעולם חסדו*.
תה'-118-14: *עזי וזמרת יה ויהי לי לישועה*.	שמ'-15-2: *עזי וזמרת יה ויהי לי לישועה* זה אלי ואנוהו אלהי אבי וארממנהו. 
תה'-118-29: הודו *לה' כי טוב כי לעולם חסדו*.	עזרא-3-11: ויענו בהלל ובהודת *לה' כי טוב כי לעולם חסדו* על ישראל וכל העם הריעו תרועה גדולה בהלל לה' על הוסד בית ה'. 
תה'-118-29: *הודו לה' כי טוב כי לעולם חסדו*.	דה"י א-16-34: *הודו לה' כי טוב כי לעולם חסדו*. 
תה'-118-29: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-5-13: ויהי כאחד למחצרים ולמשררים להשמיע קול אחד להלל ולהדות לה' וכהרים קול בחצצרות ובמצלתים ובכלי השיר ובהלל *לה' כי טוב כי לעולם חסדו* והבית מלא ענן בית ה'.
תה'-118-29: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-7-3: וכל בני ישראל ראים ברדת האש וכבוד ה' על הבית ויכרעו אפים ארצה על הרצפה וישתחוו והדות *לה' כי טוב כי לעולם חסדו*.
תה'-121-4: הנה *לא ינום ולא יישן* שומר ישראל.	יש'-5-27: אין עיף ואין כושל בו *לא ינום ולא יישן* ולא נפתח אזור חלציו ולא נתק שרוך נעליו.
תה'-131-3: יחל ישראל אל *ה' מעתה ועד עולם*.	יש'-59-21: ואני זאת בריתי אותם אמר ה' רוחי אשר עליך ודברי אשר שמתי בפיך לא ימושו מפיך ומפי זרעך ומפי זרע זרעך אמר *ה' מעתה ועד עולם*. 
תה'-132-10: בעבור דוד עבדך *אל תשב פני משיחך*.	דה"י ב-6-42: ה' אלהים *אל תשב פני משיחך* זכרה לחסדי דויד עבדך. 
תה'-135-7: מעלה *נשאים מקצה הארץ ברקים למטר עשה* מוצא רוח מאוצרותיו.	יר'-10-13: לקול תתו המון מים בשמים ויעלה *נשאים מקצה הארץ ברקים למטר עשה* ויוצא רוח מאצרתיו.
תה'-135-14: *כי ידין ה' עמו ועל עבדיו יתנחם*.	דב'-32-36: *כי ידין ה' עמו ועל עבדיו יתנחם* כי יראה כי אזלת יד ואפס עצור ועזוב. 
תה'-135-16: פה להם ולא ידברו *עינים להם ולא יראו*.	יר'-5-21: שמעו נא זאת עם סכל ואין לב *עינים להם ולא יראו* אזנים להם ולא ישמעו.
תה'-136-1: הודו *לה' כי טוב כי לעולם חסדו*.	עזרא-3-11: ויענו בהלל ובהודת *לה' כי טוב כי לעולם חסדו* על ישראל וכל העם הריעו תרועה גדולה בהלל לה' על הוסד בית ה'. 
תה'-136-1: *הודו לה' כי טוב כי לעולם חסדו*.	דה"י א-16-34: *הודו לה' כי טוב כי לעולם חסדו*. 
תה'-136-1: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-5-13: ויהי כאחד למחצרים ולמשררים להשמיע קול אחד להלל ולהדות לה' וכהרים קול בחצצרות ובמצלתים ובכלי השיר ובהלל *לה' כי טוב כי לעולם חסדו* והבית מלא ענן בית ה'.
תה'-136-1: הודו *לה' כי טוב כי לעולם חסדו*.	דה"י ב-7-3: וכל בני ישראל ראים ברדת האש וכבוד ה' על הבית ויכרעו אפים ארצה על הרצפה וישתחוו והדות *לה' כי טוב כי לעולם חסדו*.
תה'-136-12: *ביד חזקה ובזרוע נטויה* כי לעולם חסדו.	יח'-20-33: חי אני נאם אדני ה' אם לא *ביד חזקה ובזרוע נטויה* ובחמה שפוכה אמלוך עליכם.
תה'-136-12: *ביד חזקה ובזרוע נטויה* כי לעולם חסדו.	יח'-20-34: והוצאתי אתכם מן העמים וקבצתי אתכם מן הארצות אשר נפוצתם בם *ביד חזקה ובזרוע נטויה* ובחמה שפוכה.
תה'-145-3: *גדול ה' ומהלל מאד* ולגדלתו אין חקר.	דה"י א-16-25: כי *גדול ה' ומהלל מאד* ונורא הוא על כל אלהים. 
תה'-145-8: חנון ורחום *ה' ארך אפים וגדל* חסד.	נחום-1-3: *ה' ארך אפים וגדל* כח ונקה לא ינקה ה' בסופה ובשערה דרכו וענן אבק רגליו.
תה'-149-1: הללו יה *שירו לה' שיר חדש תהלתו* בקהל חסידים.	יש'-42-10: *שירו לה' שיר חדש תהלתו* מקצה הארץ יורדי הים ומלאו איים וישביהם.
